Naive,32,0.841034,0.721906,1.033560
Naive,48,1.021992,0.868778,1.163915
Naive,64,1.393229,1.222290,1.605424
Naive,128,1.395650,1.224920,1.610632
Naive,256,1.443282,1.342098,1.666833
Naive,512,1.472204,1.336541,1.674183
Naive,1024,1.531252,1.364095,1.737249
