Naive,32,0.853298,0.808131,1.038385
Naive,48,1.026103,0.899005,1.164375
Naive,64,1.398851,1.241151,1.608008
Naive,128,1.395952,1.242982,1.611077
Naive,256,1.439841,1.346655,1.648469
Naive,512,1.501564,1.409873,1.686406
Naive,1024,1.535719,1.363958,1.742574
Transpose,32,0.563398,0.560255,0.575539
Transpose,48,0.565672,0.552925,0.641424
Transpose,64,0.555208,0.551511,0.568426
Transpose,128,0.554654,0.551681,0.562449
Transpose,256,0.560984,0.558009,0.572735
Transpose,512,0.558529,0.556033,0.570536
Transpose,1024,0.552303,0.549113,0.564012
Shmem,32,0.457778,0.452967,0.471804
Shmem,48,0.466387,0.463245,0.478604
Shmem,64,0.384072,0.380892,0.393358
Shmem,128,0.509479,0.502639,0.526425
Shmem,256,0.554246,0.550814,0.567086
Shmem,512,0.552023,0.548972,0.562123
Shmem,1024,0.551695,0.548921,0.564379
Naive,32,0.859512,0.740802,1.047562
Naive,48,1.030461,0.962702,1.179597
Naive,64,1.404557,1.303917,1.626219
Naive,128,1.400284,1.285578,1.635831
Naive,256,1.453994,1.346417,1.678983
Naive,512,1.501275,1.327008,1.727617
Naive,1024,1.537754,1.442745,1.759126
Transpose,32,0.617337,0.615352,0.627993
Transpose,48,0.618053,0.616275,0.630162
Transpose,64,0.616101,0.613631,0.628517
Transpose,128,0.614923,0.612029,0.625364
Transpose,256,0.615243,0.612023,0.626054
Transpose,512,0.613736,0.611454,0.624895
Transpose,1024,0.613594,0.610958,0.624826
Shmem,32,0.461637,0.458518,0.473561
Shmem,48,0.464645,0.461272,0.477238
Shmem,64,0.382725,0.380559,0.392755
Shmem,128,0.507010,0.494883,0.519751
Shmem,256,0.558007,0.554121,0.566102
Shmem,512,0.552380,0.548842,0.563341
Shmem,1024,0.553114,0.549641,0.564885
All_GPU,32,1.195077,1.189986,1.222776
All_GPU,48,0.771198,0.762719,0.828566
All_GPU,64,0.580240,0.576326,0.598352
All_GPU,128,0.304197,0.301118,0.315273
All_GPU,256,0.261679,0.258974,0.266824
All_GPU,512,0.421558,0.419651,0.420406
All_GPU,1024,0.420609,0.418731,0.419758
All_GPU_All_Reduction,32,0.472575,0.469475,0.483557
All_GPU_All_Reduction,48,0.376115,0.373598,0.381847
All_GPU_All_Reduction,64,0.284003,0.281388,0.289701
All_GPU_All_Reduction,128,0.279323,0.271054,0.279448
All_GPU_All_Reduction,256,0.428158,0.426284,0.427099
All_GPU_All_Reduction,512,0.423218,0.421429,0.422543
All_GPU_All_Reduction,1024,0.421448,0.419526,0.420940
All_GPU_Delta_Reduction,32,0.423324,0.421672,0.421942
All_GPU_Delta_Reduction,48,0.345042,0.343053,0.343655
All_GPU_Delta_Reduction,64,0.260245,0.258569,0.258888
All_GPU_Delta_Reduction,128,0.267056,0.264995,0.266107
All_GPU_Delta_Reduction,256,0.424177,0.422080,0.423158
All_GPU_Delta_Reduction,512,0.421528,0.419503,0.420157
All_GPU_Delta_Reduction,1024,0.419817,0.418085,0.418469
