Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,6.657134,6.613305,6.697472
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,6.646060,6.589195,6.689707
